lemma,n_instances,n_paragraphs,tfidf_rank,example_forms,example_para_ids,enrichment_score,in_current_seeds,keep
verosimiltud,1,1,5982,verosimiltud,,2.263,False,
almenar,1,1,5980,almenares,,2.263,False,
mezquita,1,1,5981,mezquitas,,2.263,False,
cuaderno,1,1,5768,cuaderno de notas,,2.263,False,
escalar,1,1,7104,variación escalar de plano,,2.263,False,
escenografico,1,1,6731,perspectiva escenográfica,,2.263,False,
sincronico,1,1,5337,inscripción sincrónica,,2.263,False,
celuloidir,1,1,5336,celuloide,,2.263,False,
aplastamiento,1,1,7443,aplastamiento,,2.263,False,
eisenstenian,1,1,7445,composición eisensteniana,,2.263,False,
domicilio,1,1,4097,domicilio conyugal,,2.263,False,
conyugal,1,1,4096,domicilio conyugal,,2.263,False,
voleur,1,1,5505,Journal du voleur,,2.263,False,
divorcio,1,1,5675,divorcio,,2.263,False,
docente,1,1,5676,docente,,2.263,False,
colega,1,1,5674,colega,,2.263,False,
farmaco,1,1,5677,fármacos,,2.263,False,
pasear,1,1,5678,paseo,,2.263,False,
entelequia,1,1,5658,entelequia,,2.263,False,
autorreportaje,1,1,5657,autorreportaje,,2.263,False,
desertico,1,1,4008,palabra desértica,,4.461,False,
embalsamador,1,1,7446,técnica de embalsamador,,2.263,False,
realizador,1,1,6827,realizador de cine,,2.263,False,
cinefiliar,1,1,6989,cinefilia,,2.263,False,
remakes,1,1,6990,remakes,,2.263,False,
universalista,1,1,6991,poder universalista,,2.263,False,
recordacion,1,1,6345,recordación,,2.263,False,
bibliografico,1,1,5092,nota bibliográfica,,2.263,False,
quodlibeto,1,1,5093,quodlibeto,,2.263,False,
saladero,1,1,6540,saladero,,2.263,False,
cerrillo,1,1,6537,cerrillos,,2.263,False,
canibal,1,1,6536,caníbal,,2.263,False,
abolenguir,1,1,6534,abolengo,,2.263,False,
albacea,1,1,6535,albacea,,2.263,False,
compilador,1,1,6538,compilador,,2.263,False,
exhumacion,1,1,6539,exhumación,,2.263,False,
ajedrezado,1,1,4369,desierto fingido ajedrezado,,2.263,False,
agenciamiento,1,1,5335,máquina de agenciamientos,,2.263,False,
vacare,1,1,5650,vacare,,2.263,False,
redentoro,1,1,7035,felicidad redentora,,2.263,False,
comunion,1,1,7030,comunión con un pueblo,,2.263,False,
desgarrir,1,1,7031,desgarre,,2.263,False,
uranista,1,1,7036,uranistas,,2.263,False,
factor,1,1,7033,factor de decisiones de compra,,2.263,False,
marketing,1,1,7034,marketing,,2.263,False,
edulcoracion,1,1,7032,edulcoración,,2.263,False,
tipografia,1,1,6515,tipografía,,2.263,False,
diagramado,1,1,6512,diagramado,,2.263,False,
secretaria,1,1,6514,Secretarias de Cultura,,2.263,False,
directora,1,1,6513,Directoras de Colecciones,,2.263,False,
sustancialidad,1,1,4017,sustancialidad,,2.263,False,
interreferencia,1,1,6203,interreferencia,,2.263,False,
metaindividual,1,1,5301,causalidad metaindividual,,2.263,False,
pregay,1,1,5864,maricas pregay,,2.263,False,
comarcar,1,1,7575,comarca barrial,,2.263,False,
barrial,1,1,7574,comarca barrial,,2.263,False,
alienidad,1,1,7573,alienidad,,2.263,False,
hogareno,1,1,7576,lo no hogareño,,2.263,False,
novelado,1,1,7170,autorreportajes novelados,,2.263,False,
autognosis,1,1,7169,autognosis,,2.263,False,
packaging,1,1,7171,packaging,,2.263,False,
teticar,1,1,7172,conciencia tética,,2.263,False,
teratologia,1,1,3862,teratologías,,2.263,False,
workshop,1,1,3863,workshop,,2.263,False,
novelizacion,1,1,3861,novelización,,2.263,False,
uolunta,1,1,7011,uoluntas,,2.263,False,
valido,1,1,7012,lectura válida,,2.263,False,
coparticipe,1,1,7008,copartícipe,,2.263,False,
plurisemia,1,1,7009,plurisemias,,2.263,False,
praxis,1,1,7010,praxis intelectual,,2.263,False,
rancho,1,1,4619,rancho,,2.263,False,
apero,1,1,4618,apero,,2.263,False,
irreverencia,1,1,3848,irreverencia,,2.263,False,
fait,1,1,6826,faits divers,,2.263,False,
diver,1,1,6825,faits divers,,2.263,False,
mejilla,1,1,6584,mejillas rosas,,2.263,False,
habitable,1,1,5648,lugar habitable,,2.263,False,
psiquis,1,1,5329,psiquis,,2.263,False,
cogitans,1,1,5328,res cogitans,,2.263,False,
soteriologico,1,1,5330,soteriológico,,2.263,False,
confin,1,1,5632,confines australes,,2.263,False,
austral,1,1,5631,confines australes,,2.263,False,
andanza,1,1,5630,andanzas,,2.263,False,
expulsado,1,1,5633,expulsado de sí mismo,,2.263,False,
zonificacion,1,1,5291,zonificación socioeconómica,,4.461,False,
urbanista,1,1,5290,urbanistas,,4.461,False,
avizor,1,1,6581,ojo avizor,,2.263,False,
jaguel,1,1,4174,jagüel,,2.263,False,
porton,1,1,4175,portón,,2.263,False,
diablo,1,1,3670,mano del diablo,,2.263,False,
salvajidad,1,1,7580,salvajidad,,2.263,False,
inoculacion,1,1,7577,inoculaciones culturales,,2.263,False,
acriollamiento,1,1,7572,acriollamientos,,2.263,False,
nuclear,1,1,7579,identidad nuclear,,2.263,False,
marinacion,1,1,7578,marinación,,2.263,False,
noria,1,1,6714,vuelta de noria,,2.263,False,
cotangencia,1,1,6713,cotangencia,,2.263,False,
reinterpretacion,1,1,6715,reinterpretación autobiográfica,,2.263,False,
tolstoiano,1,1,7646,populismo tolstoiano,,2.263,False,
feudalofilo,1,1,7641,romanticismo feudalófilo,,2.263,False,
piar,1,1,5649,piara,,2.263,False,
rebencar,1,1,4468,rebenque,,2.263,False,
doblado,1,1,4221,dedos doblados,,2.263,False,
barba,1,1,6582,barba mora,,2.263,False,
mora,1,1,6585,barba mora,,2.263,False,
sarmientizante,1,1,7644,voluntarismo sarmientizante,,2.263,False,
podografia,1,1,7643,podografía,,2.263,False,
neonato,1,1,7642,neonato,,2.263,False,
aluvial,1,1,7639,aluvial,,2.263,False,
abisalidad,1,1,7638,abisalidad,,2.263,False,
corografiar,1,1,7640,corografía,,2.263,False,
coup,1,1,5744,coup de foudre,,2.263,False,
foudre,1,1,5745,coup de foudre,,2.263,False,
cienaga,1,1,5743,ciénaga de la fascinación de lo salvaje,,2.263,False,
gideano,1,1,5746,acto gratuito gideano,,2.263,False,
torrido,1,1,6565,calor tórrido,,2.263,False,
institucionalizar,1,1,5821,saber institucionalizado,,2.263,False,
inclinacion,1,1,6583,inclinación,,2.263,False,
desciframiento,1,1,5820,desciframiento esencialista,,2.263,False,
autodeterminacion,1,1,4458,autodeterminación,,2.263,False,
transitorio,1,1,6757,modo de vida transitorio,,2.263,False,
efebo,1,1,6755,efebo,,2.263,False,
ascetico,1,1,6754,camino ascético,,2.263,False,
reivindicacionismo,1,1,6756,reivindicacionismo gay,,2.263,False,
contranaturaleza,1,1,4233,contranaturaleza,,2.263,False,
heterosexual,1,1,6094,heterosexual,,2.263,False,
argot,1,1,6093,argot,,2.263,False,
benzedrin,1,1,7216,benzedrina,,2.263,False,
numerico,1,1,7221,singularidad numérica,,2.263,False,
idiolecto,1,1,7217,idiolecto,,2.263,False,
jergal,1,1,7218,jergal,,2.263,False,
telurismo,1,1,7645,telurismo socializante,,2.263,False,
comisario,1,1,3669,comisario,,2.263,False,
contramano,1,1,4445,contramano,,2.263,False,
calzado,1,1,4212,calzada,,2.263,False,
canalla,1,1,3837,canalla,,2.263,False,
tatuaje,1,1,7222,tatuaje,,2.263,False,
narcisistico,1,1,7219,disfraz narcisístico,,2.263,False,
rango,1,1,5811,rango ontológico,,2.263,False,
querubin,1,1,5810,querubines,,2.263,False,
daimon,1,1,5809,dáimones,,2.263,False,
semidios,1,1,5812,semidioses,,2.263,False,
blasfemante,1,1,5808,Generación blasfemante,,2.263,False,
chongo,1,1,5667,chongo,,2.263,False,
imberbe,1,1,5670,imberbe,,2.263,False,
efebir,1,1,5668,efebía,,2.263,False,
escama,1,1,5669,escamas de los ojos,,2.263,False,
efebico,1,1,3681,experiencia efébica,,2.263,False,
lluminado,1,1,3939,Conciencia lluminada,,2.263,False,
utilizabilidad,1,1,6284,utilizabilidad,,2.263,False,
ojera,1,1,5037,ojeras,,2.263,False,
martir,1,1,5177,mártir,,2.263,False,
despierto,1,1,6363,obsesivo/soñar despierto,,2.263,False,
oniroidir,1,1,6366,proyecto oniroide,,2.263,False,
estudiar,1,1,6365,estudiar,,2.263,False,
entimematica,1,1,6364,operaciones entimemáticas,,2.263,False,
feminizado,1,1,5281,varones feminizados,,2.263,False,
feminizable,1,1,5280,feminizable,,2.263,False,
naturalidad,1,1,6465,naturalidad,,2.263,False,
afeminacion,1,1,6464,afeminación,,2.263,False,
nominacion,1,1,7220,nominaciones,,2.263,False,
transvestismo,1,1,7223,transvestismo,,2.263,False,
lomo,1,1,3971,lomo,,2.263,False,
curir,1,1,4456,curva,,2.263,False,
planimeter,1,1,4457,planimetría,,2.263,False,
senal,1,1,3922,señal,,2.263,False,
ascensional,1,1,7810,navegación procelosa y ascensional,,4.461,False,
monografia,1,1,5149,monografías,,2.263,False,
lexicografico,1,1,5423,barbarie lexicográfica,,2.263,False,
mentor,1,1,5424,mentores espirituales,,2.263,False,
europeista,1,1,6377,europeístas,,2.263,False,
lider,1,1,3881,retórica del líder,,2.263,False,
comparsa,1,1,3880,comparsas,,2.263,False,
enciclopedica,1,1,6571,colecciones enciclopédicas,,2.263,False,
perduracion,1,1,4770,perduración,,2.263,False,
dispersar,1,1,4769,dispersar,,2.263,False,
transgredir,1,1,4771,transgredir,,2.263,False,
sublime,1,1,5772,filósofo sublime,,2.263,False,
ensalmo,1,1,6193,ensalmo del nombre propio,,2.263,False,
conclus,1,1,6192,dignidad de la obra conclusa,,2.263,False,
utensilio,1,1,6283,utensilio,,2.263,False,
pasivizacion,1,1,6282,pasivización,,2.263,False,
narratio,1,1,5912,narratio,,2.263,False,
propositio,1,1,5913,propositio,,2.263,False,
argumentum,1,1,5911,argumentum proprium,,2.263,False,
proprium,1,1,5914,argumentum proprium,,2.263,False,
volksgeist,1,1,3887,Volksgeist,,2.263,False,
empirismo,1,1,5964,empirismo,,2.263,False,
cartesianismo,1,1,5963,cartesianismo,,2.263,False,
obispo,1,1,4659,obispo Berkeley,,4.461,False,
modalizacion,1,1,5069,modalizaciones,,2.263,False,
clise,1,1,4444,clisés de Heidegger,,2.263,False,
existencialista,1,1,7812,revolución existencialista,,4.461,False,
pretension,2,1,7819,pretensiones ecuménicas; pretensiones heroicas,,4.461,False,
ecumenico,1,1,7811,pretensiones ecuménicas,,4.461,False,
oratoria,1,1,7817,oratoria forense,,4.461,False,
forense,1,1,7813,oratoria forense,,4.461,False,
procelos,1,1,7820,navegación procelosa y ascensional,,4.461,False,
nautico,1,1,7816,metáforas náuticas,,4.461,False,
piados,1,1,4834,contricción piadosa,,2.263,False,
ve el,1,1,,velas,,2.263,False,
mechero,1,1,6286,mecheros de aceite,,2.263,False,
chism,1,1,6285,chismes,,2.263,False,
enredadero,1,1,4334,enredadera,,2.263,False,
peroratio,1,1,7818,peroratio,,4.461,False,
hacer el,1,1,,hacerse,,4.461,False,
humir,1,1,4624,Hume,,4.461,False,
esse,1,1,4623,esse est percipi,,4.461,False,
bibliografia,1,1,5039,bibliografías,,4.461,False,
reductio,1,1,5040,anacrónica reductio ad absurdum,,4.461,False,
absurdum,1,1,5038,anacrónica reductio ad absurdum,,4.461,False,
universitario,1,1,4463,cultura universitaria,,2.263,False,
apologista,1,1,5296,apologistas del idealismo,,2.263,False,
germinal,1,1,6067,metáforas germinales,,2.263,False,
falsariir,1,1,3759,falsario,,2.263,False,
sobrio,1,1,5894,Unción sobria y precisa,,2.263,False,
preciso,1,1,5892,Unción sobria y precisa,,2.263,False,
rezant,1,1,5893,rezantes,,2.263,False,
difuntar,1,1,3864,difunta,,2.263,False,
impersonalmente,1,1,4072,impersonalmente,,2.263,False,
maripos,1,1,3897,mariposa,,2.263,False,
conscienciar,1,1,3896,consciencia,,2.263,False,
divertimentir,1,1,4286,divertimento,,2.263,False,
magistral,1,1,7017,respuestas magistrales,,2.263,False,
impersonalidad,1,1,7015,impersonalidad constitutiva,,2.263,False,
constitutivo,1,1,7014,impersonalidad constitutiva,,2.263,False,
indivisibl,1,1,7016,momentos indivisibles,,2.263,False,
textualizacion,1,1,3763,textualización,,4.461,False,
disonancia,1,1,4363,disonancia,,2.263,False,
humanita,1,1,7815,humanitas,,4.461,False,
pecador,1,1,2277,pecadores,,2.263,False,
meretriz,1,1,3865,meretrices,,2.263,False,
representabilidad,1,1,7940,representabilidad,,4.461,False,
desgarrado,1,1,6819,afirmación desgarrada,,2.263,False,
pasatiempo,1,1,5119,pasatiempo,,2.263,False,
recreo,1,1,5121,recreo humano,,2.263,False,
patrana,1,1,5120,patraña,,2.263,False,
traza,1,1,5122,fingida traza,,2.263,False,
prenado,1,1,6376,preñada,,2.263,False,
papo,1,1,6375,papa,,2.263,False,
ventura,1,1,3736,ventura,,2.263,False,
cartesiano,1,1,4071,cartesiano,,2.263,False,
arveja,1,1,3569,sopa de crema de arvejas,,2.263,False,
novenario,1,1,5702,novenarios,,2.263,False,
bolich,1,1,5701,boliches,,2.263,False,
semantizacion,1,1,7941,semantización,,4.461,False,
pescado,1,1,6314,pescado,,2.263,False,
espesor,1,1,7938,espesor,,4.461,False,
neologismos,1,1,7939,neologismos,,4.461,False,
desterritorializacion,1,1,7902,desterritorialización,,4.461,False,
bofeton,1,1,6580,bofetón,,2.263,False,
camarar,1,1,6722,camara real,,2.263,False,
marido,1,1,6723,marido,,2.263,False,
castidad,1,1,5931,castidad,,2.263,False,
intercambiabilidad,1,1,5988,intercambiabilidad,,4.461,False,
sordero,1,1,5990,sordera,,4.461,False,
tartamudez,1,1,5991,tartamudez,,4.461,False,
rol,1,1,5989,roles,,4.461,False,
imperfeccion,1,1,7134,imperfección,,4.461,False,
coincidenciar,1,1,6818,no coincidencia,,2.263,False,
tonalidad,1,1,5098,tonalidad polifónica,,2.263,False,
goz,1,1,5097,goces eróticos,,2.263,False,
magma,1,1,7137,magma,,4.461,False,
merodeo,1,1,7905,merodeo infinito,,4.461,False,
escriturar,1,1,6616,escritura cifrada,,4.461,False,
iconico,2,1,6617,icónico; segmento icónico,,4.461,False,
segmento,2,1,6618,segmento icónico; segmento escritural,,4.461,False,
incomunicado,1,1,7135,incomunicado,,4.461,False,
interferencia,1,1,7136,interferencias,,4.461,False,
incompleto,1,1,4470,didácticamente incompletas,,2.263,False,
adquisicion,1,1,5139,adquisición,,2.263,False,
polo,1,1,5205,polos de contradicciones,,2.263,False,
insania,1,1,5204,insania,,2.263,False,
alienante,1,1,5203,vinculación alienante,,2.263,False,
jaque,1,1,5255,jaque mate,,2.263,False,
caleidoscopico,1,1,7673,caleidoscópico,,4.461,False,
duo,1,1,7674,dúos,,4.461,False,
trio,1,1,7677,tríos,,4.461,False,
alternativa,1,1,7672,alternativa terapéutica,,4.461,False,
pantagruelismo,1,1,7906,pantagruelismo,,4.461,False,
centrifugo,1,1,7901,efecto centrífugo,,4.461,False,
inacabamiento,1,1,7904,inacabamiento,,4.461,False,
aporia,1,1,7900,aporías retóricas,,4.461,False,
exabrupto,1,1,7903,exabrupto escatológico,,4.461,False,
terapeutico,1,1,7676,alternativa terapéutica,,4.461,False,
luciernagar,1,1,7675,luciérnaga,,4.461,False,
pariente,1,1,6449,parientes,,2.263,False,
enterrado,1,1,6448,enterrados,,2.263,False,
proeza,1,1,6450,proezas,,2.263,False,
fragilidad,1,1,4744,fragilidad del lenguaje,,2.263,False,
comunicant,1,1,3983,almas comunicantes,,2.263,False,
sepulturero,1,1,3476,sepultureros,,2.263,False,
toma,1,1,4201,toma de conciencia,,2.263,False,
reintegracion,1,1,7138,reintegración,,4.461,False,
patologico,1,1,4000,vinculación patológica entre hombre y lenguaje,,2.263,False,
tio,1,1,4725,tío,,2.263,False,
sajon,1,1,5771,sajón,,2.263,False,
nordico,1,1,5770,nórdico,,2.263,False,
aborigen,1,1,5769,aborígenes,,2.263,False,
guir,1,1,5211,guía turístico,,2.263,False,
cerveza,1,1,4572,cerveza,,2.263,False,
guiado,1,1,4982,visita guiada,,2.263,False,
alfabetir,1,1,3600,alfabeto,,2.263,False,
miscegenacion,1,1,3601,miscegenaciones,,2.263,False,
cabra,1,1,4717,cabeza de cabra,,2.263,False,
mamamuscu el,1,1,,mamamúsculos,,2.263,False,
saxo,1,1,3591,saxo,,2.263,False,
nord,1,1,2276,nordes,,2.263,False,
toro,1,1,4796,toro,,2.263,False,
aislacion,1,1,7671,aislación,,4.461,False,
trebolar,1,1,4797,trebolar,,2.263,False,
espumoso,1,1,4795,cuerpo espumoso,,2.263,False,
hirveir,1,1,4421,aceite hirviendo,,2.263,False,
crudo,1,1,4419,miel cruda,,2.263,False,
finnico,1,1,4420,finnico,,2.263,False,
senorio,1,1,4807,derecho de señorío,,2.263,False,
ceniza,1,1,3911,cenizas,,2.263,False,
parabolido,1,1,3912,mundos parabólidos,,2.263,False,
hosteldad,1,1,3697,hosteldad babilónico,,2.263,False,
babilonico,1,1,3695,hosteldad babilónico,,2.263,False,
cimitario,1,1,3696,cimitario,,2.263,False,
desilu,1,1,3987,desilu sión,,2.263,False,
sion,1,1,3989,desilu sión,,2.263,False,
ladrillo,1,1,3988,polvo de ladrillos,,2.263,False,
vorbe,1,1,2749,vorbe,,2.263,False,
ratrocion,1,1,3915,ratrociones,,2.263,False,
clivado,1,1,7864,enunciación clivada,,4.461,False,
esquizia,1,1,7865,esquizia,,4.461,False,
gasto,1,1,7866,gasto,,4.461,False,
gentileza,1,1,7867,gentileza gramatical,,4.461,False,
destotalizacion,1,1,7838,destotalización,,4.461,False,
retotalizacion,1,1,7842,retotalización,,4.461,False,
progresivo,1,1,7841,método progresivo/regresivo,,4.461,False,
heteroglosio,1,1,7840,heteroglosia,,4.461,False,
dialogismo,1,1,7839,dialogismo,,4.461,False,
virtuosismo,1,1,4150,virtuosismo,,2.263,False,
verstehar,1,1,8028,verstehen,,4.461,False,
kierkegaardiano,1,1,8023,instante kierkegaardiano,,4.461,False,
sartrean,1,1,8026,Crítica sartreana,,4.461,False,
interdisciplinario,1,1,8022,estudio interdisciplinario,,4.461,False,
transdisciplinario,1,1,8027,traslado transdisciplinario,,4.461,False,
caracol,1,1,8018,caracol,,4.461,False,
gigantesco,1,1,8020,figura gigantesca,,4.461,False,
marea,1,1,8024,marea de una idea,,4.461,False,
santificacion,1,1,8025,santificación del Mal,,4.461,False,
inencontrable,1,1,8021,Inencontrable,,4.461,False,
discursividad,1,1,8019,discursividades,,4.461,False,
presteza,1,1,7555,presteza,,2.263,False,
prescindir,1,1,7554,arte de prescindir de preámbulos,,2.263,False,
preambulo,1,1,7553,arte de prescindir de preámbulos,,2.263,False,
claro,1,1,7550,escritura clara,,2.263,False,
ampulosidad,1,1,7547,ampulosidad macedoniana,,2.263,False,
antinomica,1,1,7548,conjunciones antinómicas,,2.263,False,
ilacion,1,1,7552,ilación declamatoria,,2.263,False,
declamatorio,1,1,7551,ilación declamatoria,,2.263,False,
medo,1,1,3913,Medos,,2.263,False,
parroco,1,1,3914,párrocos,,2.263,False,
todoroviano,1,1,7868,esquema todoroviano,,4.461,False,
propiciatorio,1,1,7735,liturgia propiciatoria,,4.461,False,
episteme,1,1,7488,episteme,,2.263,False,
duplicada,1,1,7487,semejanzas duplicadas,,2.263,False,
abundancia,1,1,7545,abundancia borgeana,,2.263,False,
borgean,1,1,7549,abundancia borgeana,,2.263,False,
irrevocabilidad,1,1,5803,irrevocabilidad,,2.263,False,
irrealizabilidad,1,1,5802,irrealizabilidad,,2.263,False,
inevitabilidad,1,1,5801,inevitabilidad,,2.263,False,
severidad,1,1,5804,severidad de las circunstancias,,2.263,False,
gratuidad,1,1,7363,gratuidad,,4.461,False,
semisilencio,1,1,4651,semisilencio,,2.263,False,
necrologico,1,1,3909,necrológica,,2.263,False,
osario,1,1,6659,osario,,2.263,False,
tibia,1,1,6661,tibias,,2.263,False,
femur,1,1,6657,fémures,,2.263,False,
sacro,1,1,6660,sacros ilíacos,,2.263,False,
cavidad,1,1,5100,cavidad,,2.263,False,
iliaco,1,1,6658,sacros ilíacos,,2.263,False,
cuenca,1,1,6656,cuencas vacías,,2.263,False,
secca,1,1,5579,morte secca,,2.263,False,
aleccionadoro,1,1,5578,muerte aleccionadora,,2.263,False,
resaco,1,1,3851,resaca,,2.263,False,
libreta,1,1,5637,libreta de apuntes,,2.263,False,
diagnostico,1,1,5636,diagnóstico,,2.263,False,
equivocado,1,1,5213,tratamiento equivocado,,2.263,False,
punctum,1,1,5214,punctum,,2.263,False,
biografo,1,1,5212,biógrafo,,2.263,False,
gana,1,1,4684,ganas de morir,,2.263,False,
apoteosis,1,1,4683,apoteosis,,2.263,False,
sucedaneo,1,1,7040,sucedáneos,,2.263,False,
aforismo,1,1,7546,aforismo,,2.263,False,
turbulencia,1,1,7556,turbulencia de registros,,2.263,False,
onirico,1,1,7950,contaminaciones oníricas,,2.263,False,
engendramiento,1,1,7944,engendramiento textual,,2.263,False,
desagregacion,1,1,7038,desagregación de atributos,,2.263,False,
autoapropiacion,1,1,7037,autoapropiación,,2.263,False,
interioridad,1,1,7039,interioridad,,2.263,False,
complacencia,1,1,6018,complacencia,,2.263,False,
acumular,1,1,6016,acumular,,2.263,False,
descartar,1,1,6020,descartando,,2.263,False,
computo,1,1,6019,cómputo,,2.263,False,
adicion,1,1,6017,adición,,2.263,False,
proporcion,1,1,6021,proporción,,2.263,False,
cueir,1,1,5276,cueva oscura,,2.263,False,
letargo,1,1,5278,letargo,,2.263,False,
efluvio,1,1,5277,efluvios,,2.263,False,
gimnasia,1,1,5101,gimnasia simbólica,,2.263,False,
oclusivo,1,1,5102,oclusiva,,2.263,False,
autonomizacion,1,1,5235,autonomización del cuerpo,,2.263,False,
sinverguenza,1,1,5925,sinvergüenza,,2.263,False,
partitura,1,1,5924,partitura,,2.263,False,
concertista,1,1,5923,concertista,,2.263,False,
relleno,1,1,5445,relleno profuso,,2.263,False,
profuso,1,1,5444,relleno profuso,,2.263,False,
recombinacion,1,1,7230,recombinaciones,,2.263,False,
copernican,1,1,7229,revolución copernicana,,2.263,False,
